account_id,account_hash,account_type,region,balance,opened_date,holder_age
4546,bfef4bccb887,business,EU-West,232414.58,2022-06-18,44
4547,a1324b8aaedf,business,US-Central,64710.23,2018-05-26,54
4548,0c1b28204ffe,business,US-East,48307.0,2020-03-28,20
4549,3d7bcac5761c,checking,US-East,224980.25,2021-03-09,37
4550,7ecf9867242a,checking,EU-West,435013.84,2019-11-10,47
4551,552ec0dc1e90,checking,US-West,442166.59,2022-04-03,60
4552,b37e6c7f7c2a,business,US-East,125866.12,2019-02-26,40
4553,0e4fafe22555,savings,EU-West,252450.31,2019-04-17,28
4554,14fdf6f21890,savings,APAC,68078.84,2020-06-20,73
4555,be2fe84009eb,business,US-West,29753.42,2019-01-24,76
4556,dbd53b1b53ac,business,EU-East,322201.99,2019-12-25,29
4557,e2d62cc9fae7,savings,EU-East,282057.82,2020-12-25,48
4558,a8aa9b9fae38,checking,US-Central,354405.91,2022-05-25,49
4559,5f24348a1ae4,savings,US-West,309737.64,2018-12-24,74
4560,fd7b5dbf436a,checking,APAC,362404.22,2019-01-25,62
4561,2a8422769207,business,APAC,8046.55,2020-08-25,62
4562,96895e5c91e6,checking,EU-East,121414.98,2019-06-07,50
4563,2949d3be8532,business,EU-West,97804.55,2020-04-01,56
4564,60e64447db72,business,US-Central,382918.8,2022-06-27,36
4565,308fab20fc05,savings,US-Central,67744.05,2020-12-29,47
4566,36c44728ba89,business,EU-East,116336.08,2019-05-24,64
4567,e634acd7116a,savings,APAC,173467.01,2022-04-04,63
4568,0df625df57a9,business,US-East,276581.53,2019-05-07,53
4569,2fcb54752384,business,EU-West,202690.06,2020-05-02,68
4570,fbfa60859c98,savings,US-West,166811.81,2018-11-15,80
4571,be88fb4a772e,checking,US-West,428458.11,2022-11-10,75
4572,4009be3c621c,savings,APAC,79102.99,2018-01-07,72
4573,5dcfd1e5b2e7,savings,EU-West,97296.4,2018-08-02,35
4574,1c550aaaae23,checking,US-East,130975.43,2022-05-16,74
4575,a05026bbbb4c,checking,US-Central,199238.96,2018-09-30,30
4576,bf2a0d115fd3,business,US-Central,88608.63,2019-06-08,73
4577,61db59f7a94b,checking,EU-West,85746.51,2020-05-01,73
4578,35bfc4da7743,business,EU-West,91055.5,2020-12-17,31
4579,12534c443e2b,savings,EU-West,16174.05,2019-02-04,35
4580,5479de7a26c1,savings,US-Central,399626.39,2019-06-30,25
4581,aacbd287c8c6,business,US-Central,101772.55,2022-02-24,73
4582,8711a3d37cfc,checking,US-East,38840.33,2019-08-18,47
4583,cdd7041652bb,savings,EU-East,132561.84,2019-11-27,54
4584,c61f9b860c1d,savings,APAC,144480.57,2019-11-12,66
4585,7d86466dbc99,checking,APAC,277151.34,2022-07-23,63
4586,349c05bd2aed,checking,APAC,384160.88,2019-09-05,42
4587,b9bc68450fce,business,US-East,449625.77,2019-05-02,22
4588,c29b54d0efcf,business,US-East,61595.9,2018-11-27,76
4589,2009faff001f,savings,EU-West,320876.51,2020-04-15,29
4590,c51030d15d5f,business,EU-West,144207.86,2019-05-31,55
4591,1f6467b99bd8,business,EU-West,86847.37,2021-05-06,46
4592,a395d165f61c,checking,US-Central,107282.4,2022-01-31,76
4593,0b8635bbaa6b,business,EU-East,441088.0,2021-06-27,41
4594,25c2646c6899,business,EU-East,406009.87,2022-04-16,41
4595,52a6c14fb4d8,checking,US-East,232412.39,2019-05-07,69
4596,b1561af013d8,savings,US-Central,490787.95,2018-09-02,59
4597,c7320da40fbe,business,US-West,428330.41,2018-06-04,48
4598,e03c17684486,checking,APAC,448852.64,2021-03-10,21
4599,d834be5fc75f,savings,EU-East,85841.0,2019-11-27,38
4600,04e2ea8520ba,checking,US-East,12952.97,2022-02-24,50
4601,5605e0b202b7,checking,US-Central,202310.53,2018-07-07,37
4602,3424a1c9ef90,business,EU-West,267582.83,2019-05-04,61
4603,c559d7b1f5ac,savings,US-West,154338.4,2022-08-19,65
4604,dd1128b28917,business,US-East,460465.99,2018-04-08,58
4605,f83215f43854,checking,EU-West,210417.11,2020-05-01,65
4606,01721b727de4,savings,US-East,362724.36,2021-04-24,42
4607,04b5f6dc63fd,business,APAC,206668.85,2022-07-15,65
4608,675c8564214b,savings,EU-East,51309.68,2020-07-02,69
4609,68a4506ffc52,checking,EU-East,456439.53,2018-10-29,56
4610,cf323c6c4fd3,business,US-East,192940.17,2021-12-04,18
4611,4a826e763662,checking,US-Central,218941.56,2020-05-19,40
4612,a3725c27f80c,checking,US-East,53829.8,2021-04-05,28
4613,72396cc265ae,checking,US-West,363600.88,2019-10-15,30
4614,738e10411ce6,savings,US-East,923.7,2018-06-16,34
4615,ec45c856b181,checking,US-West,455191.2,2022-04-09,48
4616,5cd30542dffe,business,EU-East,270612.65,2018-12-05,68
4617,eb2bf5797e91,business,US-West,319471.96,2022-10-28,25
4618,90b139529e73,checking,EU-East,195616.24,2018-12-20,23
4619,8281a73eeddc,business,APAC,308587.92,2019-06-26,36
4620,4eb6b15094ef,savings,US-East,425248.43,2018-10-16,57
4621,1c5f1b9a1811,savings,EU-East,302294.99,2020-03-20,58
4622,539bf4aee7d9,savings,EU-East,437560.67,2022-03-22,28
4623,cf862fb423ff,checking,APAC,33817.67,2018-03-08,23
4624,40ed18e8f69d,savings,US-West,128768.36,2019-07-24,18
4625,38aeb461d838,savings,US-West,421110.03,2021-08-07,28
4626,6bc6ecd30eaf,business,EU-East,458686.42,2019-05-21,22
4627,89b53cae65ec,savings,EU-East,184170.21,2022-01-11,51
4628,43f253671f02,savings,APAC,299527.26,2021-12-14,73
4629,66c43c2457d4,savings,EU-West,487645.46,2021-05-13,60
4630,6e30de50df29,business,EU-West,106748.71,2020-08-21,66
4631,7f6b5b814b85,business,EU-East,251971.12,2020-09-30,55
4632,7f438a8480e4,checking,US-Central,157264.36,2019-04-16,48
4633,994d903a9a73,savings,APAC,410415.23,2021-03-23,59
4634,7fffcd382ee7,checking,EU-West,221844.69,2020-12-30,19
4635,0c860cc412f1,savings,APAC,312904.76,2020-08-18,20
4636,cf12d7b79cf9,business,US-West,302661.57,2020-01-26,64
4637,0c478636bd03,business,US-East,158297.86,2021-10-09,67
4638,7803820467b9,checking,EU-East,27931.84,2019-07-29,33
4639,366710ce5585,savings,APAC,12805.78,2019-11-30,26
4640,df9ea75eda88,savings,EU-East,316373.42,2020-12-22,57
4641,40e4ec042235,savings,EU-West,358371.97,2021-07-19,72
4642,b371398be854,savings,US-West,178677.45,2021-06-18,61
4643,c9533faed9d2,savings,US-East,453386.51,2020-08-16,38
4644,8b9390631275,checking,US-West,43627.58,2022-09-28,23
4645,3ba9fe838951,savings,US-West,194771.0,2020-10-21,60
4646,a1b99c2bd5c8,savings,US-Central,419246.32,2018-10-08,36
4647,fdf72466bd38,business,US-East,438236.92,2018-08-01,26
4648,a14717d9d3a5,savings,US-Central,291255.67,2022-10-17,21
4649,627df5877309,savings,EU-East,316637.92,2020-10-24,38
4650,7fd996395d07,savings,US-West,168249.43,2020-04-10,69
4651,3315f7597ac4,business,US-West,235367.69,2019-07-21,47
4652,37557e444ef5,business,EU-East,165492.86,2022-04-14,70
4653,9a35b7a5ccdc,business,EU-West,460581.93,2020-07-04,77
4654,abd93aa9c2bd,savings,EU-West,448036.11,2020-01-13,49
4655,b4156337c070,savings,EU-East,406227.67,2022-11-28,69
4656,9f2a21f7565c,savings,APAC,460250.36,2022-01-28,27
4657,bab101cc97b0,checking,US-West,85349.19,2019-11-08,39
4658,3c028acfb9aa,business,EU-East,414741.94,2022-08-02,44
4659,832027b75754,business,APAC,25784.1,2020-07-26,60
4660,ae51004ae60a,savings,US-West,426064.86,2020-10-04,72
4661,3f078b843e13,business,APAC,453898.66,2020-09-10,57
4662,9faea2b501e4,business,APAC,380416.58,2019-07-15,45
4663,41fb1d7956d1,checking,US-West,393290.43,2019-11-03,43
4664,e113e3345699,savings,APAC,436725.06,2020-10-13,78
4665,2f64bd3841d2,business,US-East,71190.35,2021-02-28,70
4666,a1621888d19b,business,EU-East,169775.6,2019-04-04,20
4667,e68f14c48098,checking,US-East,280179.3,2020-06-15,66
4668,ef4ef9eae622,savings,EU-East,357277.89,2018-07-03,78
4669,18c6ea3ba3bc,savings,US-West,207483.85,2018-09-21,65
4670,dafa98253431,savings,US-Central,110765.95,2019-10-18,62
4671,582917f0c59a,savings,US-East,353612.24,2021-01-17,30
4672,6af0c85ad606,business,EU-West,187620.52,2021-10-15,33
4673,f010896e9df5,checking,EU-East,142231.68,2019-11-15,22
4674,511328c07478,checking,APAC,217249.64,2019-10-02,28
4675,4e797f864ca8,savings,US-East,255609.91,2018-02-14,27
4676,a2c3c012adbc,savings,US-West,102326.11,2018-02-15,74
4677,88c834ea405d,checking,US-East,263652.31,2020-04-14,49
4678,34ddacdfaadc,savings,US-West,224466.9,2020-12-12,51
4679,7abbf70938f2,business,EU-West,450976.84,2019-01-03,56
4680,e9903c3bc4a5,checking,APAC,109334.18,2022-08-28,50
4681,59fdb87a2166,savings,US-East,355978.01,2018-03-26,57
4682,dd2a9d585e58,savings,US-East,402243.72,2018-05-16,69
4683,f513c69e3914,checking,US-West,101245.97,2020-02-27,71
4684,c8b62ceb8e46,business,US-West,30671.54,2022-02-20,70
4685,3db05806587d,savings,US-Central,43509.92,2020-02-05,59
4686,d1e5e366e915,checking,EU-West,326380.49,2019-09-10,73
4687,8325200dad6e,checking,APAC,90449.11,2020-05-30,19
4688,3e1acaaf8415,business,US-West,43672.19,2021-07-15,48
4689,aa2fb854c458,business,US-East,365607.5,2021-02-07,61
4690,c6c0fb822efa,checking,EU-East,120223.66,2018-05-17,44
4691,276e3b6844ad,business,APAC,465907.69,2020-09-21,49
4692,1dfa06832e25,savings,EU-West,120160.03,2020-07-26,44
4693,8a4e543a80c0,savings,EU-West,155644.84,2019-12-02,40
4694,b3e0217ed4d1,savings,EU-East,442824.05,2019-09-04,31
4695,a4f7dec2d671,business,US-East,306728.96,2019-05-28,69
4696,242f4d2354cd,business,US-Central,101100.98,2022-10-30,67
4697,d95b4aa3e023,business,US-East,54028.55,2022-02-22,21
4698,c1ea0f7fa7de,savings,EU-East,102238.95,2018-10-14,38
4699,d9f1174a798a,checking,US-West,411310.37,2020-01-31,52
4700,6294a0e7ad56,business,US-West,96151.13,2021-06-20,33
4701,bc6d9cefb138,business,US-East,102966.92,2019-01-22,61
4702,d549f7f3ca4f,checking,US-Central,486904.97,2022-03-07,51
4703,e1247878c9de,savings,APAC,392754.4,2019-10-07,47
4704,9cc3d07707a7,checking,EU-West,125274.49,2018-02-16,45
4705,3e2286f773c8,savings,US-East,192815.05,2018-10-11,36
4706,7aad1b761539,checking,US-Central,316157.78,2022-01-09,25
4707,b1798d7f1a6a,savings,US-Central,407501.74,2022-03-09,48
4708,7eed81a4a404,checking,US-East,466279.46,2020-06-13,75
4709,947a051b46ad,savings,EU-East,492036.87,2020-05-10,65
4710,c4a263258a4d,business,US-West,226637.64,2019-06-07,74
4711,315769166202,business,EU-West,124699.17,2022-09-07,29
4712,6b3f1b3cfc16,savings,US-East,218447.46,2021-04-09,38
4713,3d358753d031,savings,US-West,172503.82,2022-08-17,60
4714,0602d4cba330,checking,US-West,370289.44,2018-03-10,67
4715,718b355e7a8b,business,EU-East,103201.95,2020-01-10,47
4716,234a35fe25b9,checking,US-West,187182.3,2022-04-23,29
4717,cf3e3fb2ab4b,savings,EU-East,493183.33,2021-01-04,53
4718,b7df60905b16,checking,EU-East,334981.48,2021-05-19,70
4719,cfdf3010edb3,business,US-Central,415092.65,2022-01-11,40
4720,3782b6be0af8,savings,APAC,362641.74,2018-06-19,57
4721,2c71f46629aa,checking,APAC,353463.9,2021-04-07,55
4722,4962d67e2fad,savings,EU-West,328439.99,2019-07-20,36
4723,31b96baf5181,savings,US-Central,383750.88,2019-09-04,27
4724,1116aa4bdf51,business,US-East,15183.13,2019-05-03,22
4725,89f9c42722a9,checking,US-Central,436523.89,2020-01-29,80
4726,04a3d84a1db4,business,EU-East,187902.87,2022-11-30,52
4727,0d466a84aed7,savings,US-Central,246905.88,2020-01-19,18
4728,851c95bb4bda,checking,EU-East,294002.43,2022-06-01,66
4729,52c426b4698e,business,APAC,173390.28,2020-09-26,20
4730,c384d6648683,business,US-Central,187937.69,2018-09-13,78
4731,86014c6e8459,business,EU-East,339567.12,2018-03-31,32
4732,cbc04020b655,savings,US-West,379409.32,2020-05-17,78
4733,777dcb5d9ccf,checking,APAC,64174.58,2019-12-05,50
4734,07fe00e85581,checking,US-East,398748.67,2021-11-29,37
4735,930d94331a02,checking,EU-West,241830.54,2021-09-26,63
4736,b85b704ded7a,business,EU-West,120732.61,2018-03-08,62
4737,d347417f95bc,savings,US-East,336493.11,2022-10-09,24
4738,17c61e87b936,checking,US-West,331844.95,2020-04-27,18
4739,6647fe68debf,savings,EU-East,309079.63,2022-03-09,69
4740,2cd3585a32ba,business,US-East,192732.06,2021-11-04,35
4741,eca57e947fcf,savings,US-Central,421531.55,2019-12-18,49
4742,87c6923c5552,savings,APAC,89673.19,2019-12-09,50
4743,f1afcf50bf12,business,US-West,434615.09,2021-12-28,66
4744,926068f1d595,savings,EU-West,343664.23,2021-02-24,50
4745,7ac81d03166b,checking,US-Central,340059.57,2019-11-25,45
4746,7419a4d45035,business,EU-East,35211.16,2020-03-12,40
4747,35d1d19b8a6c,savings,US-East,346315.07,2022-03-02,41
4748,9a6a689fc715,savings,APAC,208258.41,2022-09-08,73
4749,d1c965b05691,savings,EU-East,492883.27,2020-05-12,75
4750,dbc4ce2911c3,checking,EU-East,119832.98,2019-09-10,77
4751,deb36d36ca11,checking,EU-West,125517.0,2022-03-09,58
4752,5a2a53cbc2da,savings,EU-East,441315.87,2018-01-29,38
4753,7fb7d1028a88,business,EU-West,58371.9,2018-09-02,76
4754,80d889cb815f,checking,US-West,293547.49,2018-05-27,44
4755,0a7fdde861b0,checking,US-West,130473.47,2019-01-20,41
4756,82ac26169b60,business,US-West,186659.07,2018-06-02,56
4757,acad9bc6141e,checking,EU-East,64416.76,2020-04-07,78
4758,6fa66052718d,business,APAC,214885.35,2018-10-25,54
4759,d6ebc5c480b1,business,US-Central,279065.69,2020-07-12,66
4760,d9ed26712f7d,savings,EU-East,243093.43,2021-12-04,37
4761,cf6393d201ba,savings,EU-East,376856.77,2020-12-12,50
4762,31ba384fa862,business,EU-West,369788.94,2021-07-09,23
4763,ebd6925cd2a0,savings,US-West,29321.72,2021-03-16,28
4764,7b3bc74c4732,business,US-East,130009.4,2020-10-10,31
4765,2dbb17e86c30,business,US-West,90297.42,2020-03-07,40
4766,b65589fb0f09,business,APAC,39382.71,2022-07-25,34
4767,dcfbaa3c26ed,checking,US-East,470651.59,2018-09-30,26
4768,ed2e80dcc0e4,savings,EU-West,293246.39,2020-09-15,63
4769,f035aeab6d68,checking,US-East,243979.97,2022-04-19,31
4770,93705d784f13,business,US-East,285376.96,2018-08-10,50
4771,eafefa2c7c40,savings,US-West,233398.79,2022-11-01,61
4772,fa4d7ab4ed78,checking,EU-East,181474.1,2021-08-27,40
4773,a71c815007d8,savings,US-East,210088.59,2019-04-09,27
4774,8d70f9e10346,checking,US-East,206672.69,2018-12-22,40
4775,b5f2ce757bdb,savings,US-West,320622.5,2020-05-04,40
4776,0ef9bdea6bbe,savings,US-Central,195857.28,2020-10-01,64
4777,9f757d4dd1f2,checking,EU-East,260466.56,2019-08-16,69
4778,c3c9501ba45e,checking,US-Central,439948.28,2018-05-13,71
4779,20a1b60e9795,checking,US-West,427586.98,2021-12-24,28
4780,7d6a88abc929,checking,US-East,109078.99,2020-08-18,26
4781,1d45dd472c5a,business,US-West,354753.22,2019-09-24,37
4782,8fa4251ca6d2,business,EU-West,103588.65,2022-11-07,68
4783,dda9667bbcb9,checking,APAC,362341.29,2019-10-28,68
4784,8c06240108ad,savings,US-East,58056.35,2019-12-01,50
4785,9621f68b8a09,checking,US-East,482674.35,2021-11-15,71
4786,808057bf4551,checking,APAC,421549.95,2021-01-11,72
4787,800bfa0e533b,business,APAC,359965.11,2022-08-16,39
4788,25a437213529,business,EU-West,483295.13,2020-11-01,60
4789,0956e93e0665,business,US-Central,100015.38,2018-05-18,59
4790,001c75321a55,checking,APAC,51577.07,2021-09-23,59
4791,348d4d5a9655,business,US-East,233369.7,2018-12-02,68
4792,3cb9a66a5beb,checking,US-West,318810.18,2021-05-19,45
4793,74dbd9535ec2,savings,US-West,196202.22,2020-02-28,64
4794,8066bd7bacf6,savings,EU-West,87675.91,2021-06-16,22
4795,e18c27386f7d,checking,US-West,207131.48,2021-08-24,72
4796,973f1ac77f65,business,EU-East,140012.55,2019-10-31,18
4797,1fafad41d692,checking,APAC,245718.67,2019-01-30,21
4798,b53d71730a13,checking,APAC,332044.11,2022-01-08,35
4799,431f049cb4fe,checking,EU-West,180677.38,2018-03-05,40
4800,4084deec4699,business,US-West,333180.71,2021-07-20,24
4801,79010c67ff24,checking,US-West,355275.86,2021-09-13,65
4802,398552243756,checking,APAC,224162.05,2019-12-04,62
4803,60d1eca9779e,savings,EU-West,415250.62,2019-11-07,55
4804,2d8ef9577e27,savings,US-East,406664.46,2021-07-17,71
4805,f6588219f0df,business,US-West,27351.85,2022-05-24,43
4806,08c163dd8c5a,savings,EU-East,30887.66,2020-10-23,68
4807,0fef106c07e2,checking,APAC,429075.95,2018-05-18,43
4808,32ef3266aadb,checking,US-Central,424622.71,2019-11-07,57
4809,e504fd1d5e25,business,EU-East,36217.26,2019-08-22,40
4810,3ddfb40d195b,business,EU-East,478104.51,2018-11-24,33
4811,30b2d9beed98,business,US-West,454670.53,2020-11-05,76
4812,09b3bd9c9bbf,checking,US-Central,60489.89,2021-12-31,55
4813,51ef197d6b63,savings,EU-West,206886.59,2020-08-14,54
4814,a67d90cdef15,checking,EU-West,362968.63,2018-07-02,44
4815,f41004fdf7d3,savings,EU-West,207024.08,2022-10-22,40
4816,f6001523c1c3,business,US-West,479407.53,2018-10-09,63
4817,36881cf59ccd,savings,US-East,419856.6,2022-07-07,59
4818,965bc16eaf4a,business,US-Central,354246.44,2019-11-03,54
4819,444dbeb36cf1,checking,US-West,281405.31,2021-09-26,53
4820,13ca729e2a01,savings,EU-East,389370.16,2022-10-19,30
4821,c2d34218216f,business,US-Central,370202.85,2021-10-06,38
4822,18e67f614cf2,savings,EU-West,431734.26,2020-07-27,22
4823,a48878bb319f,checking,EU-East,268074.27,2022-01-18,45
4824,2520e6cf0df4,business,US-Central,8326.24,2019-12-04,65
4825,785d773a5999,business,EU-East,425422.56,2018-03-11,62
4826,af4064469d34,business,US-Central,360159.45,2020-01-23,65
4827,5be2971cfab2,business,US-West,70909.37,2020-06-27,31
4828,dae9bd15726f,business,APAC,486489.69,2021-03-01,68
4829,c21ee3080acd,savings,EU-East,378331.81,2022-04-14,42
4830,4867fba372d6,checking,US-East,289628.8,2022-07-11,36
4831,319d4266273c,checking,APAC,229891.33,2018-06-28,44
4832,8b33de7ce17e,checking,EU-East,387523.11,2020-02-24,60
4833,6782cc4355b4,savings,US-East,352766.07,2019-04-16,49
4834,fc6c5796da56,checking,EU-West,67992.49,2020-12-31,60
4835,0eb31cfd6ae7,checking,US-West,463215.51,2018-10-14,63
4836,521ba6a55545,business,EU-East,50188.92,2019-03-16,22
4837,67f9f12b77a7,checking,EU-East,308940.95,2018-11-20,43
4838,29b2a3ff6933,savings,EU-West,489252.95,2022-10-12,46
4839,7cfcb7d8a679,checking,US-West,323469.34,2018-12-02,32
4840,0c654fa5f92e,savings,EU-East,111972.02,2019-08-28,75
4841,13cc123f6e4b,savings,EU-West,241558.26,2020-02-08,47
4842,bf60b31cfd01,checking,EU-East,314500.39,2021-08-04,18
4843,3e6360b06e64,savings,APAC,428571.95,2019-12-13,49
4844,32cb7f4bfcf0,savings,US-West,294517.73,2022-07-08,49
4845,0cfda73159f9,checking,US-Central,130393.85,2020-09-06,70
4846,aaa73df50449,checking,EU-East,122069.97,2020-07-11,43
4847,efeb609b7700,business,EU-East,2918.23,2019-05-30,78
4848,838987233ae3,savings,US-Central,493867.93,2022-03-02,75
4849,9e787f37bbbe,business,EU-East,247627.61,2021-01-30,79
4850,91b0f82e1884,business,APAC,25134.12,2019-05-09,40
4851,b415dc6a9327,business,EU-West,266946.54,2020-11-25,21
4852,12d56d87909e,checking,US-Central,106251.36,2022-10-07,24
4853,11487d3fd98e,business,US-West,211268.58,2018-10-07,74
4854,b8d8719b9506,checking,US-Central,136133.79,2020-05-09,49
4855,059dc13009bc,business,US-East,343241.7,2022-05-12,54
4856,e3070eb46413,business,US-East,152996.94,2019-11-03,72
4857,c0205a25e103,savings,EU-West,61162.88,2018-07-05,38
4858,d5397765bdcb,savings,APAC,6596.75,2021-05-30,19
4859,a3cfa432acb4,business,APAC,27892.24,2018-05-25,74
4860,f3815093c84f,savings,US-West,259574.39,2018-03-13,78
4861,de02506ce50d,savings,EU-West,220569.86,2019-10-18,66
4862,2475977ef550,checking,APAC,154584.19,2021-12-23,49
4863,851fd760c314,checking,EU-West,376643.41,2019-08-03,32
4864,223fa0654f5c,business,APAC,484711.44,2022-08-07,53
4865,60fce488b609,savings,US-East,105412.86,2021-05-22,54
4866,ff04ec0d0202,savings,EU-East,189043.74,2020-12-23,22
4867,829e972dba9b,checking,US-West,54694.34,2020-12-08,79
4868,f23b73ba8c3d,savings,US-Central,63013.74,2018-01-28,60
4869,dafad20efb27,business,US-Central,327407.55,2021-01-14,63
4870,34abd237ac13,savings,APAC,33975.21,2018-12-25,23
4871,37ed2492e52d,business,US-East,98239.83,2021-04-08,40
4872,b7a53d630cc0,savings,APAC,7298.81,2021-05-16,36
4873,056144fd9844,business,EU-East,141415.3,2018-12-07,70
4874,675c2e5add3b,savings,EU-East,224295.52,2019-01-07,57
4875,12f724e85285,business,US-East,364376.09,2022-02-21,32
4876,ce92e878510e,checking,US-West,278955.26,2022-04-07,63
4877,007f5c52c97a,business,EU-West,493629.68,2020-07-05,42
4878,80d8dde41148,savings,US-East,496872.86,2022-10-13,42
4879,15e5023d0f04,checking,APAC,261841.76,2022-08-30,78
4880,ac4e96ec380c,checking,US-West,390571.72,2019-10-18,71
4881,925f1ed64a73,checking,APAC,106304.98,2019-09-27,57
4882,996da3092477,savings,EU-East,109011.95,2022-08-03,47
4883,57aa973e586b,savings,APAC,349890.76,2019-08-11,30
4884,288516622c36,business,US-East,255315.67,2018-02-13,44
4885,7d5937d2e000,checking,APAC,378138.09,2019-05-05,60
4886,c77e92bde636,business,EU-East,436311.56,2019-02-23,70
4887,380bf1e74724,business,US-East,90262.23,2020-07-05,66
4888,1cb4d4089dee,checking,EU-East,83505.37,2020-02-22,18
4889,e531332fd147,checking,US-Central,466709.08,2020-08-24,53
4890,83c0fc1a60d3,business,US-Central,58698.15,2018-06-13,32
4891,230b9d9c52c4,checking,US-East,406372.73,2022-08-17,50
4892,01b80f8f3100,checking,US-Central,218913.05,2020-04-29,46
4893,62c76d81dc64,savings,EU-West,35830.82,2020-04-11,26
4894,f75aab912996,business,EU-East,276380.61,2021-12-13,26
4895,fb6a472005f8,checking,US-West,29631.85,2022-04-13,27
4896,13a849d7a730,savings,US-Central,401933.17,2020-12-22,35
4897,24d2026b9793,savings,EU-East,312160.45,2018-03-10,76
4898,82f11e364048,checking,APAC,417996.71,2019-01-16,31
4899,1c175da113e7,checking,EU-West,219009.3,2020-05-05,51
4900,6b6dda04f621,checking,EU-East,435969.62,2020-09-14,28
4901,8fe3830b7dca,business,EU-West,331228.88,2019-06-30,29
4902,23104338a63a,savings,US-Central,375349.57,2020-02-14,47
4903,a1a63bb65d1c,checking,EU-West,140973.77,2018-05-12,71
4904,d7e90de8d506,savings,US-Central,349036.96,2020-04-28,24
4905,f897f800b39c,business,US-Central,158245.87,2021-11-23,46
4906,2b41f57cea30,checking,US-Central,221756.87,2019-12-31,37
4907,520bcdaf9442,savings,APAC,405456.52,2022-07-11,70
4908,64f90779ec8c,business,US-West,491550.79,2020-11-27,38
4909,9d182a9f380b,business,EU-West,327382.11,2018-10-13,78
4910,299c4342cd2a,business,US-East,353627.36,2021-05-21,70
4911,e5d248ec71bc,savings,US-East,380972.59,2020-12-02,24
4912,acefb3d76118,checking,US-Central,367933.09,2022-08-05,48
4913,39ac1d9ab678,checking,EU-East,432314.07,2019-05-27,22
4914,7a3d1950729e,savings,EU-West,143495.9,2019-10-17,44
4915,a39cc352f8e0,checking,APAC,184197.84,2020-10-09,60
4916,ce049c8bad7c,business,US-East,485280.5,2020-04-27,52
4917,682ff3f9a259,business,APAC,104838.38,2019-02-19,22
4918,cd86805f5480,business,US-West,129662.52,2022-10-27,38
4919,99f571f6de51,checking,US-West,379725.14,2021-12-09,38
4920,b51ca7ee2507,savings,US-East,124387.19,2020-11-08,58
4921,59bdde2c29cb,business,APAC,449984.28,2019-09-05,42
4922,4f393595f776,business,US-West,427069.72,2019-02-20,67
4923,93e6e5930399,business,US-West,122180.5,2021-01-11,57
4924,f4ea50ebfbdd,checking,US-Central,384676.45,2020-01-07,46
4925,71b9ffaceb87,savings,US-East,158464.51,2018-04-20,74
4926,1b587ce5fd09,savings,APAC,235307.38,2022-11-25,51
4927,027828dfe3af,checking,EU-West,96269.99,2021-07-30,52
4928,ddc79f99bb80,business,US-West,402068.74,2018-01-16,79
4929,79c66d71dbcd,business,APAC,436940.69,2019-07-06,27
4930,29f61f949e52,checking,EU-West,55139.84,2020-08-08,51
4931,1d645bfaf7e9,business,EU-West,386471.97,2022-03-11,63
4932,967b24bad0e3,business,APAC,188979.02,2021-11-10,77
4933,a9c0bdf28d25,business,US-Central,240752.62,2020-08-05,64
4934,c1576b0018f5,checking,US-West,316334.4,2022-07-08,19
4935,18295d0cc865,business,EU-East,172336.83,2019-03-05,35
4936,fed344b84e0a,business,EU-West,376074.43,2020-08-19,62
4937,6dd77f44a298,savings,EU-East,48081.77,2019-01-15,73
4938,3414d41e583d,checking,EU-East,77593.0,2019-01-23,64
4939,4bf9a7615e51,savings,US-East,385969.42,2021-03-17,63
4940,2a6bcd2fdf01,business,US-West,69835.01,2018-12-26,66
4941,43218b1eaa5d,checking,EU-West,92796.36,2021-11-28,33
4942,977031f99868,business,US-Central,433783.96,2021-11-04,24
4943,78dd68957532,savings,US-Central,170928.82,2020-10-24,35
4944,f43b78737d96,business,EU-East,82176.88,2018-05-12,52
4945,ad1d38039707,checking,US-East,130713.31,2020-12-21,18
4946,65835c89b6cb,checking,US-Central,201228.3,2018-04-15,19
4947,2042d36e0338,checking,EU-East,75416.22,2019-02-20,48
4948,4ed11f01011c,savings,APAC,151452.02,2019-01-26,57
4949,b9f83980706f,savings,EU-West,289828.02,2018-01-19,66
4950,0d63a1993a46,savings,US-Central,221570.12,2021-01-24,45
4951,2aa46e82e613,business,EU-East,356924.61,2022-08-24,59
4952,08f1cf404d0b,checking,US-West,73964.79,2018-10-13,65
4953,847e542668c8,savings,US-East,262302.08,2022-06-14,29
4954,2871e507619a,business,EU-West,453620.8,2022-10-08,38
4955,679237f65352,savings,APAC,105242.49,2020-03-01,46
4956,080610ec39df,checking,APAC,340073.67,2020-03-02,70
4957,c57bfa69ed40,business,US-West,105529.16,2022-11-24,54
4958,9021165d8505,savings,EU-East,219737.16,2018-12-15,51
4959,1d024fe3c491,business,APAC,144810.93,2021-05-09,47
4960,4ab972207e26,business,US-West,196526.52,2022-11-28,22
4961,53d2b7d99bf9,checking,US-West,8321.48,2020-03-23,53
4962,ecd5986d7e05,savings,US-East,51653.59,2019-08-25,28
4963,ca563c5efcfc,savings,US-West,257123.34,2022-03-05,18
4964,a1a5a67ab53a,checking,APAC,445286.03,2019-04-28,37
4965,8cd3e86dcddd,checking,EU-East,412703.15,2021-05-31,36
4966,c5cdfeaf3b6e,business,EU-West,140715.72,2022-05-23,23
