merchant_id,merchant_name,category,region
1678,Gentry Group,retail,US-East
1679,"Johnson, Webb and Porter",gaming,EU-West
1680,Peterson Group,utilities,EU-East
1681,"Russo, Collins and Murphy",crypto,US-East
1682,Short PLC,retail,US-Central
1683,"Haney, Harris and Johnson",grocery,EU-East
1684,Reeves-Boyd,retail,US-West
1685,Collins Inc,utilities,US-East
1686,"Charles, Wiggins and Cook",travel,APAC
1687,"Edwards, Lane and Collins",retail,EU-West
1688,Hill-Flores,grocery,EU-East
1689,Lambert-Nelson,travel,EU-East
1690,"Castro, Garcia and Daniels",crypto,US-East
1691,"Flores, Thomas and Bush",restaurant,APAC
1692,Andrews-Jackson,travel,EU-West
1693,Austin-Morgan,online,APAC
1694,Williams-Johnson,online,US-East
1695,"Williams, Reyes and Miller",travel,EU-West
1696,White-Carlson,utilities,EU-East
1697,"Soto, Vaughn and Griffin",travel,EU-East
1698,Edwards-Roth,retail,EU-West
1699,"Chang, Lamb and Miller",online,EU-East
1700,Bradley-Davis,retail,US-East
1701,"Mcdonald, Bryant and Cohen",gaming,US-Central
1702,"Miranda, Ruiz and Meza",restaurant,US-Central
1703,Callahan PLC,grocery,US-Central
1704,Durham-Myers,utilities,EU-West
1705,"Stark, Rivera and Valencia",utilities,US-Central
1706,Chavez-Johnson,gaming,US-Central
1707,Rodriguez-Mendoza,crypto,US-West
1708,Campbell LLC,online,US-West
1709,"Andrews, Romero and Sullivan",online,EU-West
1710,"Robles, Nguyen and Banks",retail,US-Central
1711,Patel-Morales,gaming,US-West
1712,Allen-Sanchez,grocery,EU-West
1713,Dickson Group,crypto,US-Central
1714,Peterson Ltd,utilities,EU-West
1715,"Reynolds, Baird and Bradley",grocery,APAC
1716,Stephens-Young,restaurant,US-West
1717,"Caldwell, Stevenson and Joseph",retail,US-Central
1718,Wilson-Carlson,retail,US-West
1719,Peters-Short,retail,US-Central
1720,Parker Group,online,US-East
1721,George Ltd,retail,APAC
1722,"Wise, Gray and Snyder",retail,US-East
1723,"Brown, Robinson and Taylor",retail,APAC
1724,"Berger, Fields and Smith",restaurant,US-Central
1725,Guerrero Group,travel,US-West
1726,"Carter, Gilbert and West",gaming,EU-East
1727,Maldonado LLC,online,US-West
1728,Hudson-Gentry,grocery,US-West
1729,Sellers-Zuniga,travel,US-East
1730,"Haas, Cooper and Davis",utilities,EU-West
1731,Carr PLC,grocery,US-West
1732,Abbott-Phelps,travel,US-East
1733,Wood PLC,retail,APAC
1734,Rodriguez-Campbell,utilities,APAC
1735,"Long, Flores and Reyes",online,APAC
1736,Graham-Clark,crypto,EU-West
1737,Wells and Sons,travel,APAC
1738,"Cruz, Middleton and Larsen",online,EU-East
1739,Roberts Ltd,retail,US-West
1740,"Smith, Griffith and Tucker",gaming,US-Central
1741,Proctor-Taylor,crypto,APAC
1742,May Group,travel,US-East
1743,English-Dominguez,grocery,US-West
1744,Hanson-Gibson,online,EU-West
1745,Arnold-Cole,travel,APAC
1746,Perez-Coleman,restaurant,APAC
1747,Lane Ltd,restaurant,US-West
1748,Joseph LLC,retail,EU-West
1749,House-Johnston,gaming,US-East
1750,Good PLC,utilities,EU-West
1751,Bush-Wilson,restaurant,US-Central
1752,Nixon-Miller,online,US-East
1753,"Simon, Terrell and Terrell",utilities,US-East
1754,Marshall-Miller,travel,EU-East
1755,"Davis, Kennedy and Harmon",crypto,EU-East
1756,"Miller, Schultz and Yates",grocery,APAC
1757,Austin-Berger,online,EU-West
1758,"Osborne, Harrison and Hunt",crypto,EU-West
1759,Berry-Rivera,online,US-Central
1760,Yu-Yates,gaming,US-West
1761,Jackson-Neal,gaming,US-West
1762,"Curry, Acosta and Elliott",retail,APAC
1763,Soto PLC,travel,US-East
1764,Berry Ltd,travel,APAC
1765,Lamb-Weber,crypto,APAC
1766,Washington-Martinez,online,US-West
1767,York LLC,gaming,EU-East
1768,Anderson-Campbell,online,EU-East
1769,Smith-Rodriguez,retail,APAC
1770,Kent Ltd,online,EU-West
1771,Hopkins LLC,grocery,US-Central
1772,Green Ltd,utilities,US-East
1773,Washington PLC,utilities,EU-East
1774,Larson and Sons,crypto,US-Central
1775,Mullins-Gutierrez,retail,US-Central
1776,Young-Alexander,online,US-Central
1777,"Jackson, Lane and Wilkinson",utilities,US-West
1778,May Inc,gaming,APAC
1779,Jackson Group,gaming,US-Central
1780,Turner-Reese,restaurant,US-West
1781,"Hall, Vega and Price",travel,US-West
1782,Thomas-Berg,utilities,US-Central
1783,Roberts Group,restaurant,US-Central
1784,Gregory-Nixon,travel,US-West
1785,"Blanchard, Davis and Schmidt",crypto,US-West
1786,Blanchard-Reynolds,restaurant,US-West
1787,"Garrison, Rogers and Adams",restaurant,US-East
1788,Scott PLC,grocery,EU-East
1789,Murray-Leonard,retail,EU-West
1790,Navarro PLC,grocery,US-East
1791,Meyer Ltd,retail,EU-East
1792,"Kaiser, Edwards and Smith",gaming,US-East
1793,Decker Inc,retail,US-West
1794,Davis-Garcia,retail,US-East
1795,Bell-Hardy,grocery,APAC
1796,Lee-Johnson,restaurant,US-East
1797,Brown PLC,restaurant,APAC
1798,"Shannon, Robinson and Greene",crypto,US-East
1799,Erickson Inc,gaming,US-Central
1800,Gates and Sons,restaurant,EU-East
1801,Douglas-Yoder,online,US-East
1802,"Pratt, Lopez and Rodriguez",utilities,US-West
1803,King Group,grocery,EU-East
1804,"Mayer, Fowler and Livingston",restaurant,EU-West
1805,Hammond-Schwartz,grocery,APAC
1806,"Carrillo, Morris and Martin",utilities,US-West
1807,Ramirez Inc,grocery,US-Central
1808,Price-Ferrell,crypto,US-East
1809,Sosa-Baker,travel,EU-West
1810,Jones-Krause,gaming,EU-West
1811,"Vasquez, Thomas and Mack",travel,US-West
1812,Mendez Inc,utilities,APAC
1813,Baldwin-Garcia,online,US-Central
1814,Waters-Smith,crypto,US-East
1815,Hernandez-Bowman,online,APAC
1816,Ortega LLC,gaming,EU-West
1817,Graves Group,gaming,EU-East
1818,"Smith, Zimmerman and Wise",travel,US-East
1819,Graham-Anthony,retail,US-Central
1820,Fernandez Inc,restaurant,APAC
1821,Finley-Meyers,travel,US-West
1822,Martinez-Nichols,crypto,APAC
1823,Cook-Turner,crypto,US-West
1824,Chen Ltd,grocery,US-West
1825,Diaz LLC,travel,US-Central
1826,Randall LLC,online,US-Central
1827,"Harris, Spencer and Ponce",online,EU-West
1828,"Lee, Dominguez and Mosley",utilities,EU-West
1829,"Barker, Tucker and Mcclure",crypto,US-Central
1830,Moss-Taylor,retail,EU-West
1831,Johnson PLC,grocery,US-Central
1832,Burns Inc,retail,EU-East
1833,"Schneider, Porter and Hanna",utilities,EU-West
1834,Levy-Smith,utilities,EU-West
1835,Brown-French,utilities,US-Central
1836,Sullivan and Sons,utilities,US-East
1837,"Contreras, Ellis and Gregory",crypto,US-West
1838,"Hernandez, Riley and Buckley",restaurant,EU-West
1839,Moss Group,restaurant,US-Central
1840,"Smith, Meadows and Montgomery",crypto,EU-East
1841,Haynes and Sons,online,US-East
1842,Hoover-Davis,restaurant,EU-West
1843,"Jackson, Garza and Meyers",restaurant,US-West
1844,Wilson PLC,retail,EU-East
1845,"Walker, Brock and Simmons",online,US-West
1846,"Gregory, Nguyen and Daugherty",grocery,US-Central
1847,"Gardner, Morris and Oconnell",crypto,EU-West
1848,Duran PLC,utilities,APAC
1849,Rogers Inc,gaming,EU-West
1850,Thomas-Perry,travel,EU-East
1851,"Wood, Martin and Sanchez",gaming,APAC
1852,"Williams, Garcia and Boone",crypto,US-East
1853,"Bennett, Moore and Hobbs",restaurant,EU-West
1854,Mann PLC,retail,US-Central
1855,Butler-Aguirre,online,US-Central
1856,Schwartz-Harris,online,APAC
1857,"Nelson, Cole and Allen",utilities,US-East
1858,Bishop Inc,grocery,APAC
1859,"White, Porter and Clements",online,US-West
1860,"Serrano, Turner and Barnes",restaurant,US-Central
1861,"Young, Wilson and Moreno",retail,EU-West
1862,Montgomery PLC,retail,EU-West
1863,"Robinson, Townsend and Hopkins",retail,APAC
1864,Brown-Rodriguez,retail,US-West
1865,Jennings Group,crypto,APAC
1866,Thompson-Santiago,restaurant,APAC
1867,Clark-King,crypto,US-Central
1868,"Trujillo, Chang and Williams",crypto,EU-West
1869,"Williams, Medina and Moore",gaming,US-East
1870,Jacobson Ltd,grocery,US-West
1871,Watkins-Nguyen,online,APAC
1872,Burgess LLC,gaming,EU-East
1873,Maxwell LLC,grocery,US-West
1874,Kane-Bennett,gaming,APAC
1875,Brown-Graham,travel,US-West
1876,Reilly Group,travel,US-West
1877,Hughes and Sons,online,EU-East
1878,Cortez-Chen,online,EU-West
1879,Harris-Martinez,crypto,APAC
1880,"Carroll, Ramirez and Rodriguez",crypto,EU-West
1881,Ellis-Jackson,utilities,APAC
1882,Robinson-Phillips,utilities,EU-West
1883,Clarke Ltd,restaurant,EU-East
1884,"Whitehead, Lane and Tran",restaurant,US-Central
1885,Atkins-Robinson,retail,EU-West
1886,Hood-Ramirez,gaming,APAC
1887,"Patterson, Salas and Wright",crypto,US-West
1888,Riley-Snow,online,US-West
1889,"Shah, Mcintyre and Villanueva",retail,US-West
1890,Baird-Williams,gaming,US-West
1891,Quinn-Gordon,travel,US-West
1892,Schmidt-Mendoza,retail,US-West
1893,"Nicholson, Chavez and Allen",restaurant,US-Central
1894,"Mullins, Steele and Russell",crypto,APAC
1895,Anderson LLC,restaurant,US-Central
1896,Holland Inc,crypto,APAC
1897,Castillo LLC,grocery,EU-West
1898,Warner PLC,restaurant,EU-East
1899,"Silva, Bray and Ford",utilities,EU-East
1900,Sawyer Group,travel,US-East
1901,Clarke LLC,grocery,EU-West
1902,"Marshall, Schultz and Dalton",restaurant,APAC
1903,Cruz Ltd,restaurant,US-Central
1904,Schmidt-Phillips,gaming,EU-East
1905,Wolfe-Salazar,grocery,APAC
1906,"Norton, French and Miller",retail,US-Central
1907,Fitzgerald-Brown,gaming,APAC
1908,"Cox, Williams and Reyes",utilities,EU-West
1909,Harvey-Diaz,crypto,US-East
1910,Wong Ltd,crypto,US-West
1911,Castro and Sons,gaming,US-East
1912,Zavala and Sons,online,US-East
1913,"Wilson, Mendoza and Crosby",restaurant,EU-East
1914,"Pitts, Warner and Mullins",gaming,EU-East
1915,Flores LLC,gaming,EU-West
1916,"Frazier, Ramirez and Brown",utilities,APAC
1917,Chavez-Mason,restaurant,US-West
1918,Harrison PLC,utilities,APAC
1919,"Bryan, Lam and Hayes",retail,EU-East
1920,Marsh-Dougherty,retail,APAC
1921,Miller and Sons,grocery,EU-West
1922,Mullen-Jones,retail,APAC
1923,"Crane, Johnson and Butler",retail,US-Central
1924,"Weaver, Anderson and Reed",crypto,US-East
1925,Rojas-Smith,utilities,US-Central
1926,Brown and Sons,utilities,EU-West
1927,"Newman, Jenkins and Cooper",restaurant,EU-West
1928,"Buchanan, Tucker and Wade",grocery,APAC
1929,"Wilkinson, Wallace and Torres",online,US-East
1930,Villanueva LLC,restaurant,EU-East
1931,Mccormick and Sons,grocery,EU-East
1932,Watson-Roberts,restaurant,US-West
1933,Hernandez LLC,restaurant,US-West
1934,Huber-Montgomery,retail,EU-West
1935,Mcpherson Ltd,crypto,US-West
1936,"Conway, Bauer and Martin",restaurant,US-Central
1937,"Martinez, Green and Lopez",utilities,EU-West
1938,"Mann, Wade and Spence",restaurant,APAC
1939,Ferguson Inc,utilities,EU-West
1940,Sullivan Group,utilities,EU-West
1941,Gould LLC,retail,EU-West
1942,Smith Ltd,crypto,US-East
1943,"Cantrell, Rivera and Thornton",grocery,EU-East
1944,Kemp-Montes,online,EU-West
1945,"Estrada, Marsh and Chandler",crypto,US-East
1946,Morgan-Rodriguez,grocery,US-West
1947,Mccullough-Taylor,gaming,APAC
1948,"Wilson, Johnson and Williamson",gaming,US-West
1949,Griffin Inc,crypto,US-Central
1950,Brown-Davidson,restaurant,US-Central
1951,"Fox, Harrington and Wang",online,US-Central
1952,Rhodes-Rosario,online,APAC
1953,"Foster, Henry and Morrison",online,EU-West
1954,"Harding, Kerr and Ward",utilities,APAC
1955,Baldwin Group,retail,US-Central
1956,Hughes-Smith,online,APAC
1957,Bell-Madden,travel,APAC
1958,"Miller, Luna and Wallace",grocery,US-East
1959,Lara-Roberts,gaming,EU-West
1960,"Waller, Coleman and Mosley",restaurant,US-East
1961,Houston PLC,online,EU-East
1962,Thomas LLC,grocery,US-East
1963,Mcneil-Fox,online,US-Central
1964,Jones-Choi,gaming,US-East
1965,Davis-Ortiz,grocery,EU-West
1966,Perry-Peters,restaurant,EU-West
1967,"Bradley, Melendez and Gonzalez",restaurant,EU-West
1968,Roberts-Henry,gaming,EU-East
1969,Davenport-Torres,grocery,US-East
1970,"Singh, Walker and Moody",grocery,US-West
1971,Baker Ltd,gaming,US-East
1972,"Kennedy, Valdez and Stafford",restaurant,US-West
1973,White-Knox,restaurant,US-West
1974,"Sanchez, Wilson and Ramirez",online,US-Central
1975,George LLC,restaurant,US-West
1976,"Castillo, Graham and Scott",travel,US-Central
1977,"Alvarez, Benson and Wilson",crypto,EU-East
1978,"Quinn, Smith and Green",retail,APAC
1979,"Brown, Flores and Johns",online,US-Central
1980,Howard Inc,grocery,US-East
1981,Ward-Fields,online,APAC
1982,Williams-Carter,crypto,US-Central
1983,"Mayer, Palmer and Miranda",utilities,EU-East
1984,"Marsh, Nelson and Wolfe",gaming,US-West
1985,Davis-Carpenter,retail,US-Central
1986,Watson-Washington,utilities,EU-East
1987,Mccall-Martin,crypto,US-East
1988,Pope PLC,online,US-West
1989,"Norris, Cisneros and Mathis",travel,US-West
1990,"Arnold, Avila and Wilson",travel,US-Central
1991,Moon-Wilson,crypto,US-East
1992,Mclean Group,retail,EU-East
1993,Collins-Cox,travel,EU-West
1994,Preston-Harper,online,EU-East
1995,Jackson-Torres,crypto,EU-East
1996,"Olsen, Walker and Vincent",restaurant,US-East
1997,Watts LLC,online,EU-East
1998,Vazquez-Bowers,gaming,EU-West
1999,Smith Group,gaming,US-Central
2000,Williams-Rodriguez,gaming,US-West
2001,"Palmer, Brown and Wilson",crypto,US-West
2002,Williams-Turner,grocery,US-West
2003,"Harris, Santana and Lopez",gaming,EU-West
2004,Johnson-Thomas,retail,APAC
2005,"Mcmahon, Rush and Bailey",travel,APAC
2006,Wyatt Ltd,crypto,EU-West
2007,"Allen, Hudson and Garcia",restaurant,APAC
2008,"Hines, Rice and Baldwin",restaurant,US-Central
2009,Jackson-Webster,crypto,EU-West
2010,Beltran Inc,grocery,EU-East
2011,Knapp Ltd,travel,US-East
2012,Richardson-Lawrence,restaurant,APAC
2013,Nunez-Rodriguez,online,US-East
2014,Zavala-Coleman,travel,EU-West
2015,"Perez, Rodriguez and Rollins",travel,US-East
2016,Owens PLC,crypto,APAC
2017,Simpson LLC,restaurant,EU-West
2018,"Roberts, Bowen and Miller",utilities,US-West
2019,Wilson-Campbell,crypto,EU-East
2020,"Fitzgerald, Mcdaniel and Randall",online,US-East
2021,Spencer LLC,gaming,US-West
2022,Lopez-Jones,crypto,US-West
2023,Crosby-Richardson,online,US-West
2024,Lutz Group,restaurant,APAC
2025,"Garcia, Kim and Barrett",utilities,US-West
2026,Neal-Madden,grocery,APAC
2027,"Schaefer, Levine and Brown",utilities,EU-East
2028,Morgan PLC,travel,US-Central
2029,Martinez-Massey,grocery,EU-East
2030,"Porter, Hubbard and Miranda",online,US-Central
2031,"Nelson, Clarke and Schneider",gaming,EU-East
2032,Kelly-Estrada,travel,US-East
2033,Archer-Dixon,retail,US-East
2034,Tate Inc,restaurant,US-West
2035,Fuller and Sons,travel,APAC
2036,Garcia Inc,grocery,US-East
2037,Jimenez Inc,grocery,US-Central
2038,Reyes Ltd,online,EU-East
2039,Hernandez-Howell,online,US-West
2040,Wolf Ltd,travel,EU-East
2041,"Saunders, Sparks and Harris",restaurant,APAC
2042,"Jimenez, Wagner and Daniels",restaurant,APAC
2043,"Payne, Cisneros and Johnson",crypto,US-Central
2044,Beard-Wilson,restaurant,APAC
2045,Edwards-Bennett,crypto,US-Central
2046,Johnson-Thompson,restaurant,US-Central
2047,"Dalton, Turner and Mccarthy",online,EU-East
2048,Jordan-Edwards,crypto,EU-West
2049,Freeman-Rodriguez,travel,EU-West
2050,"Henry, Spencer and Ryan",travel,EU-West
2051,Alvarez-Dickerson,gaming,EU-West
2052,"Brown, Baker and Garza",restaurant,EU-West
2053,Jensen-Gomez,online,US-West
2054,Flores-Johnson,online,US-West
2055,Pacheco-Silva,grocery,US-West
2056,"Peterson, Davis and Reed",online,US-East
2057,Jenkins-Brown,utilities,EU-East
2058,Watkins-Lozano,grocery,US-Central
2059,Melton Inc,travel,US-Central
2060,Jackson-Ryan,crypto,EU-West
2061,Murray Group,utilities,US-West
2062,"Robertson, Fisher and Smith",utilities,APAC
2063,Chapman-Odom,gaming,APAC
2064,Hudson-Morris,restaurant,APAC
2065,Stokes Inc,restaurant,EU-East
2066,"Leonard, Rogers and Shaw",utilities,US-West
2067,"Morgan, Mendez and Cox",grocery,US-West
2068,Harris-Reid,utilities,EU-East
2069,Pittman PLC,restaurant,APAC
2070,Mitchell Inc,travel,US-East
2071,Davies-Morales,online,US-West
2072,Weber Inc,utilities,EU-West
2073,"Richard, Davis and Rogers",gaming,EU-East
2074,Simmons-Reed,restaurant,US-West
2075,Pearson LLC,restaurant,US-Central
2076,"Brock, Reynolds and Fernandez",travel,US-Central
2077,Perry LLC,restaurant,US-West
2078,"Robertson, Powers and Kelley",grocery,US-Central
2079,Burton PLC,crypto,EU-West
2080,Ray and Sons,retail,APAC
2081,"Hayden, Harmon and Mcdonald",online,US-East
2082,"Patel, Mendez and Hammond",travel,APAC
2083,Michael-Barber,restaurant,US-West
2084,Boyd LLC,gaming,US-East
2085,Hernandez-Hernandez,restaurant,US-East
2086,"Cannon, Richard and Jenkins",travel,US-Central
2087,Walters Group,online,US-West
2088,Colon-Lucas,crypto,EU-East
2089,Mcdaniel-Young,gaming,EU-East
2090,Wilson and Sons,retail,US-West
2091,Sanchez LLC,utilities,APAC
2092,Washington-Esparza,travel,APAC
2093,Lucas-Johnson,grocery,EU-West
2094,Nelson Inc,grocery,EU-West
2095,Clarke-Ramirez,retail,EU-East
2096,"Thompson, Phelps and Stuart",grocery,EU-East
2097,Casey-Brown,crypto,US-West
2098,Edwards LLC,retail,EU-West
2099,Lester Group,retail,US-West
2100,Powers-Blackwell,restaurant,EU-East
2101,Hahn-Ramsey,utilities,US-East
2102,Young PLC,retail,US-Central
2103,"Mason, Martinez and Beck",travel,US-East
2104,"Herring, Huynh and King",travel,APAC
2105,Young Inc,online,EU-West
2106,Murphy-Silva,gaming,US-West
2107,Shaffer-Manning,travel,APAC
2108,Robinson-Rodriguez,travel,US-East
2109,Booker Group,restaurant,US-East
2110,King-Lawrence,grocery,APAC
2111,Ferguson-Lyons,online,US-West
2112,Vega-Richmond,gaming,US-West
2113,Cox Ltd,restaurant,US-East
2114,Underwood-Smith,crypto,US-Central
2115,"Johnson, Stevenson and Lindsey",utilities,EU-East
2116,Vazquez Ltd,crypto,EU-West
2117,Fowler-Haynes,retail,EU-West
2118,"Martinez, Camacho and Mathews",utilities,US-East
2119,Smith-Yu,gaming,US-East
2120,Turner-Mayer,retail,EU-West
2121,Evans and Sons,grocery,APAC
2122,Welch-Suarez,restaurant,EU-West
2123,"Sullivan, Johnson and Delacruz",travel,EU-West
2124,Ruiz-Gutierrez,gaming,APAC
2125,Love-Mcdowell,restaurant,US-East
2126,Holloway Ltd,retail,EU-West
2127,Hunter-Bell,crypto,US-East
2128,"Daniel, Kelley and Murphy",travel,APAC
2129,"Johnson, Williams and May",grocery,EU-West
2130,"Ramos, Davidson and Smith",utilities,US-Central
2131,Fuller LLC,crypto,US-East
2132,"Miller, Moore and Black",gaming,US-West
2133,"Hines, Bradford and Jennings",online,EU-East
2134,Hayes-Russo,crypto,US-East
2135,"Serrano, Marsh and Gonzalez",grocery,EU-West
2136,Richardson-Long,crypto,EU-East
2137,Duffy-Wilkerson,gaming,EU-East
2138,Smith Inc,travel,EU-West
2139,"Holland, Sims and Meadows",restaurant,US-Central
2140,Gonzalez-Haynes,travel,US-Central
2141,Burke-Hernandez,travel,US-East
2142,Jackson-Bradley,retail,US-West
2143,Higgins Group,online,APAC
2144,Wilcox-Snyder,travel,US-East
2145,Reeves and Sons,restaurant,US-Central
2146,Roberts-Snyder,grocery,EU-West
2147,Reynolds and Sons,grocery,APAC
2148,"Lewis, Holloway and Acosta",travel,US-East
2149,Barnes Group,utilities,APAC
2150,Williamson and Sons,crypto,US-Central
2151,Aguilar-Holland,travel,EU-East
2152,Mccann-Sanders,grocery,US-East
2153,Reeves Ltd,utilities,US-West
2154,Fitzgerald-Scott,retail,US-West
2155,Hawkins Inc,online,EU-West
2156,Galvan-Ruiz,travel,EU-East
2157,Barajas-Crosby,gaming,EU-East
2158,"Mckinney, Pacheco and Smith",online,US-East
2159,"Harvey, Turner and Foster",grocery,US-East
2160,Anderson-Mcclain,crypto,EU-East
2161,Carpenter LLC,travel,US-West
2162,Gordon LLC,restaurant,EU-West
2163,Anderson-Stewart,travel,US-East
2164,"Hamilton, Green and Edwards",utilities,EU-East
2165,Porter LLC,travel,US-East
2166,"Ward, Jordan and Orr",retail,EU-West
2167,Austin-Juarez,grocery,US-Central
2168,Black-Graham,travel,US-West
2169,Peters Ltd,gaming,EU-West
2170,"Yates, Brown and Hernandez",utilities,US-West
2171,White Group,restaurant,US-Central
2172,Martin-Mcdonald,travel,EU-East
2173,Carney Group,travel,EU-East
2174,Alexander Ltd,restaurant,US-Central
2175,"Washington, Vasquez and Singleton",retail,EU-East
2176,Oneill and Sons,online,US-East
2177,"Macdonald, Willis and Silva",online,APAC
2178,Fox PLC,grocery,US-East
2179,Butler Inc,online,US-Central
2180,Tate Ltd,gaming,US-West
2181,Clay Inc,retail,EU-East
2182,Maldonado-Becker,grocery,US-Central
2183,Brooks-Hickman,crypto,US-West
2184,Hood and Sons,online,APAC
2185,"Castillo, Fuller and Adams",utilities,US-Central
2186,"Smith, Booker and Douglas",travel,APAC
2187,Nguyen-Dennis,retail,US-Central
2188,"Meadows, Robles and Anderson",utilities,EU-West
2189,Solis LLC,grocery,EU-East
2190,Yates-Manning,gaming,US-East
2191,"Crane, James and Ross",retail,APAC
2192,Allen Group,retail,EU-West
2193,Price Group,travel,US-Central
2194,Holland-Best,retail,US-East
2195,Martinez Group,utilities,US-Central
2196,Fitzgerald-Dorsey,retail,US-East
2197,"Munoz, Howard and Davis",restaurant,US-West
2198,Hunt-Burns,grocery,EU-West
2199,Alvarez-Hart,grocery,US-Central
2200,Davis-Henderson,restaurant,EU-West
2201,Austin-Hamilton,gaming,EU-East
2202,Davis-Palmer,restaurant,US-East
2203,Rhodes-Holland,grocery,US-West
2204,"Moore, Simpson and Soto",grocery,EU-West
2205,"Miller, Mcdonald and Miller",online,EU-West
2206,Evans-Joyce,online,EU-East
2207,"Leach, Skinner and Mills",utilities,EU-East
2208,Carroll-Arnold,crypto,EU-West
2209,Palmer PLC,gaming,US-West
2210,Gutierrez-Marshall,retail,US-Central
2211,"Carroll, King and Scott",travel,EU-West
2212,Mack Inc,utilities,EU-East
2213,Yang Group,restaurant,US-East
2214,Hartman Group,grocery,US-East
2215,Edwards-Ramsey,utilities,US-Central
2216,"Cole, Morton and Peterson",grocery,APAC
2217,"Hendrix, Green and Nunez",utilities,EU-East
2218,Ferguson-Smith,grocery,APAC
2219,Stevens-Sullivan,travel,EU-West
2220,"Church, Guzman and Tucker",utilities,US-East
2221,"Li, Jensen and Vazquez",utilities,US-West
2222,"Leonard, Ballard and Miller",crypto,US-East
2223,Horton and Sons,travel,APAC
2224,Santos Group,travel,US-Central
2225,"Garrison, Ryan and Miller",crypto,APAC
2226,Hernandez-Henderson,gaming,US-West
2227,Martin and Sons,utilities,EU-West
2228,"Park, Maynard and Ruiz",retail,EU-West
2229,Richards-Harris,utilities,US-Central
2230,"Gallegos, Myers and Cook",gaming,EU-West
2231,Mccoy Ltd,restaurant,US-West
2232,Petty-Allison,restaurant,US-West
2233,"Lane, Simon and Duarte",utilities,US-Central
2234,Freeman Group,restaurant,EU-West
2235,"Garza, Carr and Gregory",utilities,EU-East
2236,Hall-Brown,utilities,US-Central
2237,Henderson LLC,utilities,US-East
2238,"Brown, Orozco and Butler",grocery,US-Central
2239,Wilson-Dean,crypto,EU-East
2240,"Reed, Terry and Smith",online,APAC
2241,Barber-Harrison,travel,US-West
2242,Hall-Robinson,retail,APAC
2243,"Morgan, Guzman and Kirby",restaurant,APAC
2244,"Mcdonald, Ware and Sharp",travel,EU-West
2245,Moyer-Whitaker,gaming,APAC
2246,"Delgado, Ward and Kennedy",gaming,EU-East
2247,Howell LLC,utilities,EU-West
2248,"Curry, Estrada and Anderson",utilities,EU-West
2249,Leon Group,retail,US-East
2250,Young-Hawkins,utilities,US-West
2251,Howard LLC,online,EU-East
2252,Rhodes-Thompson,restaurant,US-East
2253,"Johnson, Brown and Jordan",travel,EU-East
2254,"Perez, Hoffman and Tucker",grocery,US-West
2255,Glover-Hammond,online,EU-West
2256,"Adams, Hernandez and Vaughn",gaming,APAC
2257,"Munoz, Garcia and Williams",utilities,EU-West
2258,Lloyd-Estes,travel,APAC
2259,Villegas PLC,travel,EU-West
2260,"Casey, Meza and Colon",gaming,EU-West
2261,Romero and Sons,grocery,APAC
2262,"Wilson, Harris and Ward",online,US-East
2263,"Carter, Alexander and Hunter",restaurant,APAC
2264,"Harrell, Moore and Cox",online,APAC
2265,Montes-Hammond,retail,APAC
2266,Sanchez Group,gaming,EU-East
2267,Mitchell-Jackson,utilities,EU-East
2268,Watson-Fischer,online,US-Central
2269,Soto-Sanchez,travel,EU-East
2270,"Fisher, Perez and Pham",restaurant,US-Central
2271,Hardin-Villanueva,gaming,US-West
2272,"Norton, Cox and Johnson",crypto,EU-West
2273,Carrillo Ltd,online,APAC
2274,"Acevedo, Miller and Edwards",grocery,EU-East
2275,Hamilton Group,gaming,US-East
2276,Keller Ltd,retail,US-Central
2277,Orr Inc,crypto,US-East
2278,"Whitney, Lloyd and Liu",restaurant,US-Central
2279,Barnes-Blackwell,restaurant,US-East
2280,"Spencer, Torres and Newton",crypto,US-Central
2281,Smith-Ramirez,utilities,EU-East
2282,"Bishop, Thomas and Powell",crypto,EU-West
2283,"Harris, Stephens and Kramer",crypto,APAC
2284,"Ramos, Reed and Cain",online,EU-West
2285,"Sullivan, Gonzalez and Turner",travel,EU-West
2286,Medina Group,online,EU-West
2287,"Higgins, Hobbs and Meyer",restaurant,EU-East
2288,"Campbell, Davis and Arnold",grocery,EU-West
2289,"Peterson, Reid and Johnson",online,EU-West
2290,"Vargas, Allen and Schroeder",crypto,US-Central
2291,"Henderson, Wagner and Dennis",crypto,EU-East
2292,Green-Romero,travel,EU-East
2293,West PLC,crypto,US-Central
2294,"Smith, Morgan and Young",crypto,EU-West
2295,"Zhang, Cunningham and Kline",utilities,US-West
2296,"Wade, Richard and Hall",crypto,US-West
2297,Mitchell-Glover,travel,US-Central
2298,"Armstrong, Taylor and Gray",crypto,US-Central
2299,"Wright, Murphy and Aguilar",crypto,US-Central
2300,Gibson-Thomas,restaurant,US-West
2301,Poole-Miller,retail,APAC
2302,Coleman and Sons,restaurant,EU-East
2303,Lewis-Miller,utilities,EU-East
2304,"Fox, Chapman and Stone",gaming,US-West
2305,Wiggins-Silva,grocery,APAC
2306,"Henderson, Alexander and Galvan",utilities,US-West
2307,Dennis-Butler,grocery,EU-East
2308,Dawson-Anderson,restaurant,EU-East
2309,"Palmer, Rice and Benson",crypto,US-West
2310,Kennedy-Francis,utilities,US-East
2311,"Wood, Crane and Guzman",travel,US-Central
2312,Rodriguez-Wood,retail,US-West
2313,Williams-Hernandez,travel,US-Central
